"MCC","MNC","TADIG_CODE","CC","OPERATOR_COUNTRY","OPERATOR_NAME","POPULATION_DATE_TIME","UPDATE_DATE_TIME"
"","","AFGAW","","AFGHANISTAN","AFGHAN WIRELESS COMMUNICATION COMPANY 'AWCC'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AFGAR","","AFGHANISTAN","AREEBA MTN","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AFGTD","","AFGHANISTAN","TDCA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AFGEA","","AFGHANISTAN","ETISALAT AFGHANISTAN","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","FINAM","","ALANDS ISLANDS (FINLAND)","ALANDS MOBILTELEFON AB","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ALBAM","","ALBANIA","AMC (ALBANIAN MOBILE COMMUNICATIONS)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ALBVF","","ALBANIA","VODAFONE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ALBEM","","ALBANIA","EAGLE MOBILE SH.A","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DZAOT","","ALGERIA","DJEZZY (ORASCOM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DZAA1","","ALGERIA","ATM (MOBILIS) (EX-PTT Algeria)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DZAWT","","ALGERIA","WATANIYA TELECOM ALGERIE S.P.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ANDMA","","ANDORRA","STA (SERVEI DE TELECOMUNICACIONS D'ANDORA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AGOUT","","ANGOLA","UNITEL SARL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","ANGUILLA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AIACW","","ANGUILLA","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ATG03","","ANTIGUA & BARBUDA","APUA (ANTIGUA PUBLIC UTILITIES AUTHORITY LTD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","ANTIGUA & BARBUDA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ATGCW","","ANTIGUA & BARBUDA","CABLE & WIRELESS (WEST INDIES) ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARGCM","","ARGENTINA","AMX ARGENTINA S.A. 'CLARO' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARGTP","","ARGENTINA","TELECOM PERSONAL SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARGNC","","ARGENTINA","NEXTEL COMMUNICATIONS ARGENTINA SA ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARGTM","","ARGENTINA","TELEFÓNICA MOVILES ARGENTINA S.A","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARM01","","ARMENIA","ARMENTEL (ARMENIA TELEPHONE COMPANY)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARM05","","ARMENIA","K TELECOM CJSC 'VIVACELL'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ARMOR","","ARMENIA","ORANGE ARMENIA CJSC","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","ARUBA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ABWDC","","ARUBA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ABWSE","","ARUBA","SERVICIO DI TEL. DI ARUBA (SETAR) N.V","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUSOP","","AUSTRALIA","OPTUS 'YES'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUSTA","","AUSTRALIA","TELSTRA CORPORATION LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUSVF","","AUSTRALIA","VODAFONE NETWORK PTY LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUSHU","","AUSTRALIA","HUTCHISON 3G AUSTRALIA PTY LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTCA","","AUSTRIA ","ORANGE AUSTRIA TELECOMMUNICATION GMBH","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTMM","","AUSTRIA","T-MOBILE AUSTRIA GMBH","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTPT","","AUSTRIA","A1 Telekom Austria AG ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTMK","","AUSTRIA","A1 Telekom Austria AG ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTTR","","AUSTRIA","T-MOBILE AUSTRIA GMBH ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AUTHU","","AUSTRIA","HUTCHISON 3G AUSTRIA GMBH","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AZEAC","","AZERBAIJAN","AZERCELL TELECOM BM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AZEBC","","AZERBAIJAN","BAKCELL LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AZEAF","","AZERBAIJAN","AZERFON LLC","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BHSBH","","BAHAMAS","THE BAHAMAS TEL. CY LTD. 'BTC'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BHRBT","","BAHRAIN","BATELCO (BAHRAIN TEL.CY)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BHRST","","BAHRAIN","VIVA BAHRAIN","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BHRMV","","BAHRAIN","ZAIN BH (MTC VODAFONE)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGDGP","","BANGLADESH","GRAMEENPHONE LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGDBL/EGY","","BANGLADESH","BANGLALINK (NOTE! DUAL IMSI via MOBINIL EGYPT)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGDAK","","BANGLADESH","AXIATA (BANGLADESH) LTD 'ROBI' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","BARBADOS","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRBCW","","BARBADOS","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BLRMD","","BELARUS","MDC (JV MOBILE DIGITAL COMMUNICATIONS LTD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BLR02","","BELARUS","MOBILE TELESYSTEMS JLLC","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BLRBT","","BELARUS","BELARUSIAN TEL. NETWORK CJSC - BeST ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BLZ67","","BELIZE","BELIZE TELEMEDIA LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BEN02","","BENIN","MOOV (ex-TELECEL)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BENSP","","BENIN","SPACETEL-BENIN S.A. (MTN BENIN)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BENLI","","BENIN","BENIN TELECOM S.A (Libercom)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","BERMUDA ","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BMU01","","BERMUDA ","CINGULAR WIRELESS MARITIME SERVICE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BMUNI","","BERMUDA ","M3 WIRELESS LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BTNBM","","BHUTAN","B-MOBILE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BTNTC","","BHUTAN","TASHI INFOCOMM Ltd","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BOLME","","BOLIVIA","ENTEL SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BOLNT","","BOLIVIA","NUEVATEL PCS de BOLIVIA S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ANTCT","","BONAIRE","DIGICEL (ex-CURACAO TELECOM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BIHPT","","BOSNIA & HERZEGOVINA","BH TELECOM (ex-PTT BIH)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BIHMS","","BOSNIA & HERZEGOVINA","RS TELECOMMUNICATIONS, JSC BANJA LUKA 'M:TEL' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BIHER","","BOSNIA & HERZEGOVINA","PUBLIC ENTREPRISE CROATIAN TEL.LTD. 'HT ERONET'  ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BWAGA","","BOTSWANA","MTN (MASCOM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BWAVC","","BOTSWANA","ORANGE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BWABC","","BOTSWANA","BOTSWANA COMMUNICATIONS CORP.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRASP","","BRAZIL","TIM BRASIL SAO PAULO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRACS","","BRAZIL","TIM BRASIL CENTRO SUL SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRARN","","BRAZIL","TIM BRASIL RIO NORTE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRABT","","BRAZIL","BRASIL TELECOM CELLULAR SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRATM","","BRAZIL","OI (""TNL PCS BRAZIL"")","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRACL","","BRAZIL","CLARO SA (""BRAZIL TELECOM CELLULAR"")","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRANC","","BRAZIL","NEXTEL TELECOMUNICACOES LTDA ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRAV1","","BRAZIL","VIVO S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRAV2","","BRAZIL","VIVO S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRAV3","","BRAZIL","VIVO S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRATC","","BRAZIL","VIVO S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","VGBCC","","BRITISH VIRGIN ISLANDS (The)","CARRIBEAN CELLULAR TELEPHONE 'CCT'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","BRITISH VIRGIN ISLANDS (The)","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","VGBCW","","BRITISH VIRGIN ISLANDS (The)","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BRNDS","","BRUNEI","DST COMMUNICATIONS SDN BHD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGRVA","","BULGARIA","VIVACOM (BTC MOBILE EOOD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGRCM","","BULGARIA","GLOBUL (COSMO BULGARIA MOBILE EAD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BGR01","","BULGARIA","MOBILTEL EAD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BFACT","","BURKINA FASO","AIRTEL BURKINA FASO GSM NETWORK ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BFAON","","BURKINA FASO","ONATEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BDITL","","BURUNDI","UCOM (TELECEL BURUNDI)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BDIET","","BURUNDI","ECONET WIRELESS BURUNDI SA ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BDI02","","BURUNDI","AFRICELL PLC COMPANY","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KHMGM","","CAMBODIA","CAMGSM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KHMSH","","CAMBODIA","MFONE CO. LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KHMST","","CAMBODIA","SOTELCO Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KHML1","","CAMBODIA","LATELZ CO. Ltd. ""SMART""","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CMR02","","CAMEROON","ORANGE CAMEROUN SA (ex-SCM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CMRMT","","CAMEROON","MTN CAMEROON","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANMC","","CANADA","ROGERS WIRELESS ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANRW","","CANADA","ROGERS WIRELESS Inc.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANBM","","CANADA","BELL MOBILITY INC.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANVT","","CANADA","VIDEOTRON LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANTS","","CANADA","TELUS","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CANEL","","CANADA","BRAGG COMMUNICATIONS COMPANY Inc. EASTLINK","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CPVCV","","CAPE VERDE","CV MOVEL, SA ( ex-CABO VERDE TELECOM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CPVTM","","CAPE VERDE","T+ TELECOMUNICAÇÕES","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","CAYMAN ISLANDS","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CYMCW","","CAYMAN ISLANDS","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CAF02","","CENTRAL AFRICAN REPUBLIC","TELECEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CAF03","","CENTRAL AFRICAN REPUBLIC","ORANGE CENTRAFRIQUE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CAFAT","","CENTRAL AFRICAN REPUBLIC","ATLANTIQUE TELECOM CENTRAFRIQUE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","TCDML","","CHAD","MILLICOM TCHAD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","TCDCT","","CHAD","AIRTEL (CELTEL TCHAD SA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHLPC","","CHILE","ENTEL PCS TELECOMUNICACIONES S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHLMV","","CHILE","ENTEL TELEFONIA MOVIL SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHLSM","","CHILE","CLARO CHILE SA (ex-SMARTCOM S.A.)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHLTM","","CHILE","TELEFONICA MOVILES CHILE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHLB2","","CHILE","TELEFONICA MOVILES CHILE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHNCT","","CHINA","CHINA MOBILE COMMUNCIATION CORPORATION","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHNCM","","CHINA","CHINA MOBILE COMMUNCIATION CORPORATION","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHNTD","","CHINA","CHINA MOBILE COMMUNCIATION CORPORATION","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHNCU","","CHINA ","CHINA UNICOM CORPORATION LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COLCO","","COLOMBIA","COLOMBIA MOVIL SA ESP","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COLCM","","COLOMBIA","COMCEL S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COLTM","","COLOMBIA","TELEFÓNICA MÓVILES COLOMBIA S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COMHR","","COMOROS","COMORES TELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COGCT","","CONGO (Republic of Congo) COG","AIRTEL (CELTEL CONGO SA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COGLB","","CONGO (Republic of Congo) COG","LIBERTIS TELECOM 'MTN'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","COGWC","","CONGO (Republic of Congo) COG","WARID Congo S.A","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CODVC","","CONGO (Dem. Rep.Congo) COD-RDC","VODACOM CONGO RDC SPRL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CODCT","","CONGO (Dem. Rep.Congo) COD-RDC","AIRTEL (CELTEL CONGO SARL)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CODSA","","CONGO (Dem. Rep.Congo) COD-RDC","OASIS SPRL 'TIGO'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CRICR","","COSTA RICA","ICE (INSTITUTO COSTARRICENSE DE ELECTRICIDAD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CRICE","","COSTA RICA","ICE (INSTITUTO COSTARRICENSE DE ELECTRICIDAD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CRICL","","COSTA RICA","CLARO CR TELECOMUNICACIONES S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CRITC","","COSTA RICA","TELEFONICA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HRVCN","","CROATIA","T-MOBILE Croatia LLC ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HRVVI","","CROATIA","VIPnet D.O.O.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HRVT2","","CROATIA","TELE2 D.O.O. TELEKUMUNIKACIJSKE ULUGE CROATIA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","NORMC","","CRUISESHIPS AND FERRIES","MARITIME COMMUNICATION PARTNER (*)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","BMU01","","CRUISESHIPS AND FERRIES","CINGULAR WIRELESS MARITIME SERVICE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRMS","","CRUISESHIPS AND FERRIES","JERSEY TELECOMS LTD MARITIME SERVICE 'NAVITAS'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISLOC","","CRUISESHIPS AND FERRIES","SIMINN HF. MARITIME SERVICE 'ON WAVES'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AAM21","","CRUISESHIPS AND FERRIES","SEANET MARITIME COMMUNICATIONS AB","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ITAGT","","CRUISESHIPS AND FERRIES","TELECOM ITALIA SPA - GSM on SHIP","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","SHIPS","","CRUISESHIPS AND FERRIES","MANX TELECOM MARITIME SERVICES","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","AAMOM","","CRUISESHIPS AND FERRIES","ONMARINE SWITZERLAND SARL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CUB01","","CUBA","C-COM (EMPRESA DE TEL. CELULARES DEL CARIBE SA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ANTCT","","CURACAO (NETHER.ANTILLES)","DIGICEL (ex-CURACAO TELECOM)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CYPCT","","CYPRUS","CYTA (CYPRUS TELECOMMUNICATIONS AUTHORITY)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CYPSC","","CYPRUS","MTN AREEBA LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CZECM","","CZECH REPUBLIC","VODAFONE CZECH REPUBLIC ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CZEET","","CZECH REPUBLIC","TELEFONICA O2 CZECH REP AS ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CZERM","","CZECH REPUBLIC","T-MOBILE CZECH REPUBLIC AS","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CZETT","","CZECH REPUBLIC","TRAVEL TELEKOMMUNIKATION SRO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DNKHU","","DENMARK","Hi3G ACCESS AB DENMARK","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DNKDM","","DENMARK","TELENOR A/S (SONOFON)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DNKTD","","DENMARK","TDC A/S","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DNKMX","","DENMARK","TELIA MOBILE (ex-ORANGE)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DNKIA","","DENMARK","TELIA MOBILE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DJIDJ","","DJIBOUTI","DJIBOUTI TELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GLP01","","DOMINICA (Island of)","ORANGE CARAIBE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","DOMINICA (Island of)","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DMACW","","DOMINICA (Island of)","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DOM01","","DOMINICAN REPUBLIC","ORANGE DOMINICANA (ex-FT)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DOMCL","","DOMINICAN REPUBLIC","COMPANA DOMINICANA DE TEL.C. POR A. 'CLARO' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DOMAC","","DOMINICAN REPUBLIC","TRILOGY DOMINICANA S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ECUPG","","ECUADOR","CONECEL (CONSORCIO ECUATORIANO DE TEL. SA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ECUOT","","ECUADOR","OTECEL S.A. ´Telefonica´ ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","EGYEM","","EGYPT","ETISALAT MISR 'TIME'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","EGYAR","","EGYPT","MOBINIL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","EGYMS","","EGYPT","VODAFONE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","SLVTP","","EL SALVADOR","CTE TELECOM PERSONAL 'CLARO'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","SLVTM","","EL SALVADOR","TELEMOVIL EL SALVADOR S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","SLVDC","","EL SALVADOR","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","SLVTS","","EL SALVADOR","TELEFONICA MOVILES EL SALVADOR, S.A. de C.V.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GNQ01","","EQUATORIAL GUINEA","GETESA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GNQHT","","EQUATORIAL GUINEA","HITS GUINEA EQUATORIAL S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ESTRE","","ESTONIA","ELISA (ex-RADIOLINJA EESTI AS)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ESTEM","","ESTONIA","AS EMT","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ESTRB","","ESTONIA","TELE2","14/02/2023 13:10:00","14/02/2023 13:10:00"
